user_id,avg_email_size,total_attachments,avg_recipients,total_file_actions,total_to_rem,total_from_rem,total_uses_rem,avg_file_size,total_device_actions,connected_count,total_logons,o,c,e,a,n,email,role,projects,business_unit,supervisor,start_date,end_date,employment_duration_days,is_active,functional_unit_id,functional_unit_name,department_id,department_name,team_id,team_name,anomaly,alert_id,event_time,log_type,rule_name,severity,description,rule_alert_count,rule_binary,iso_score,true_label,hybrid
ACC2773,539.2044486512068,618,2.580217699952674,107.0,0.0,0.0,0.0,649.2242990654206,0.0,0.0,712.0,36.0,22.0,41.0,24.0,27.0,acton.coby.chavez@dtaa.com,TestEngineer,Project 37,1.0,Catherine Madonna Owen,2009-12-01,2011-06-01,724.0,False,4.0,ResearchAndEngineering_Government_Foreign,4.0,Engineering,21.0,TestAndEvalualtion,0,268.0,2010-02-12 09:59:32.000,email,Large email with attachment,HIGH,Possible data exfiltration via email attachment,6071,1,0.18229189554781644,0,1
ACF1806,570.5908289241622,357,2.815696649029982,2800.0,951.0,1586.0,2537.0,536.8328571428572,2041.0,1024.0,325.0,42.0,20.0,40.0,16.0,26.0,abraham.colt.french@dtaa.com,ComputerScientist,Project 98,1.0,Lucius Orlando Patton,2009-12-01,2010-06-01,359.0,False,2.0,ResearchAndEngineering_Commercial,3.0,SoftwareManagement,8.0,DesktopSoftware,0,4197.0,2010-02-26 10:58:53.000,email,Large email with attachment,HIGH,Possible data exfiltration via email attachment,10559,1,0.011018488976961782,0,1
ACG0312,581.0340425531915,122,2.697872340425532,20.0,0.0,0.0,0.0,903.3,0.0,0.0,966.0,40.0,38.0,50.0,36.0,23.0,allistair.cullen.goodwin@dtaa.com,ProductionLineWorker,,1.0,August Kasimir Solis,2009-12-01,2011-06-01,724.0,False,5.0,Manufacturing_Commercial,3.0,Assembly,2.0,AssemblyDept,0,15756.0,2010-01-08 09:26:27.000,email,Large email with attachment,HIGH,Possible data exfiltration via email attachment,537,1,0.10062920259495095,0,1
ACG3819,557.480964467005,269,2.947969543147208,912.0,272.0,523.0,795.0,562.4671052631579,876.0,439.0,1283.0,23.0,19.0,35.0,23.0,37.0,amena.carly.griffin@dtaa.com,Technician,Project 15,1.0,Uriah Sean Collins,2009-12-01,2011-06-01,724.0,False,9.0,SalesAndMarketing_Government,3.0,FieldService,6.0,RegionalFieldService,0,10749.0,2010-03-18 09:43:54.000,email,Large email with attachment,HIGH,Possible data exfiltration via email attachment,17526,1,0.08401250140473793,0,1
ACH0008,523.6090285531983,1033,2.545701068750997,0.0,0.0,0.0,0.0,0.0,0.0,0.0,712.0,39.0,35.0,20.0,17.0,30.0,aristotle.charles.hull@dtaa.com,VicePresident,Project 5,1.0,Lydia Serena Lucas,2009-12-01,2011-06-01,724.0,False,6.0,Manufacturing_Government,0.0,0,0.0,0,0,1630.0,2010-10-19 13:22:17.000,email,Large email with attachment,HIGH,Possible data exfiltration via email attachment,7886,1,0.1430786879628997,0,1
ACH1405,498.9348239771646,248,2.572312083729781,0.0,0.0,0.0,0.0,0.0,0.0,0.0,712.0,50.0,13.0,10.0,18.0,36.0,april.celeste.hayden@dtaa.com,MechanicalEngineer,,1.0,Ariana Zenia Avery,2009-12-01,2011-06-01,724.0,False,4.0,ResearchAndEngineering_Government_Foreign,4.0,Engineering,7.0,MechanicalEngineering,0,8098.0,2010-11-04 17:19:20.000,email,Large email with attachment,HIGH,Possible data exfiltration via email attachment,3820,1,0.09292926521375389,0,1
ACH1910,536.7384494909945,894,2.8069694596711043,127.0,0.0,0.0,0.0,441.1968503937008,0.0,0.0,1441.0,15.0,13.0,18.0,21.0,27.0,aurora.celeste.hogan@dtaa.com,Mathematician,,1.0,Quincy Joshua Olsen,2009-12-01,2011-06-01,724.0,False,3.0,ResearchAndEngineering_Government_Domestic,2.0,Research,3.0,Lab,0,190.0,2010-07-23 11:10:21.000,email,Large email with attachment,HIGH,Possible data exfiltration via email attachment,4326,1,0.11238467851832384,0,1
ACH2102,579.235322195704,393,2.687828162291169,19.0,0.0,0.0,0.0,453.7894736842105,0.0,0.0,712.0,46.0,33.0,30.0,35.0,28.0,athena.cynthia.haney@dtaa.com,ElectricalEngineer,,1.0,Barrett Ulysses Shepherd,2009-12-01,2011-06-01,724.0,False,4.0,ResearchAndEngineering_Government_Foreign,4.0,Engineering,13.0,ElectricalEngineering,0,1525.0,2010-04-13 11:22:50.000,email,Large email with attachment,HIGH,Possible data exfiltration via email attachment,3175,1,0.17004546997258635,0,1
ACJ0014,552.1507955355023,1005,2.518404179529803,89.0,0.0,0.0,0.0,682.9101123595506,0.0,0.0,712.0,39.0,31.0,19.0,36.0,28.0,alisa.cleo.jacobson@dtaa.com,Director,,1.0,Tallulah Leslie Keith,2009-12-01,2011-06-01,724.0,False,1.0,Adminstration,1.0,Personnel,0.0,0,0,866.0,2010-09-16 14:56:23.000,email,Large email with attachment,HIGH,Possible data exfiltration via email attachment,7500,1,0.1656836535828588,0,1
ACL2943,525.2679645004295,1028,2.540509590609791,90.0,0.0,0.0,0.0,479.8666666666667,0.0,0.0,1000.0,44.0,40.0,43.0,20.0,24.0,abdul.connor.levine@dtaa.com,Salesman,,1.0,Tanisha Chiquita Mullins,2009-12-01,2011-06-01,724.0,False,9.0,SalesAndMarketing_Government,2.0,Sales,4.0,RegionalSales,0,3542.0,2010-04-19 17:23:35.000,email,Large email with attachment,HIGH,Possible data exfiltration via email attachment,4973,1,0.15114918158053608,0,1
ACM0100,543.2776971456217,456,2.604257377842284,52.0,0.0,0.0,0.0,644.4423076923077,0.0,0.0,987.0,20.0,30.0,23.0,21.0,31.0,andrew.cade.moody@dtaa.com,TechnicalWriter,Project 13,1.0,Sonia Francesca Leblanc,2009-12-01,2011-06-01,724.0,False,2.0,ResearchAndEngineering_Commercial,4.0,Engineering,1.0,Publications,0,6180.0,2010-05-12 10:58:59.000,email,Large email with attachment,HIGH,Possible data exfiltration via email attachment,3008,1,0.17718449925332264,0,1
ACM2278,548.180078125,837,2.516015625,112.0,7.0,22.0,29.0,562.6607142857143,22.0,11.0,496.0,18.0,37.0,32.0,36.0,28.0,allen.cruz.mccoy@dtaa.com,Salesman,,1.0,Gillian Nelle Holland,2009-12-01,2010-09-01,362.0,False,8.0,SalesAndMarketing_Commercial,2.0,Sales,3.0,RegionalSales,0,1706.0,2010-04-01 16:57:54.000,email,Large email with attachment,HIGH,Possible data exfiltration via email attachment,6162,1,0.1259527603449655,0,1
ACM3964,543.7758620689655,140,2.939655172413793,28.0,0.0,0.0,0.0,676.4285714285714,0.0,0.0,999.0,46.0,43.0,14.0,42.0,22.0,adena.cameran.mitchell@dtaa.com,StockroomClerk,,1.0,Colby Kibo Guzman,2009-12-01,2011-06-01,724.0,False,6.0,Manufacturing_Government,3.0,Assembly,13.0,Stockroom,0,10196.0,2010-01-25 12:49:49.000,email,Large email with attachment,HIGH,Possible data exfiltration via email attachment,1508,1,0.1358156384702891,0,1
ACN2347,544.2225433526012,264,2.6705202312138727,48.0,0.0,0.0,0.0,642.6041666666666,0.0,0.0,1227.0,23.0,45.0,18.0,25.0,26.0,angelica.chanda.newton@dtaa.com,Technician,,1.0,Rhea Lydia Stein,2009-12-01,2011-06-01,724.0,False,9.0,SalesAndMarketing_Government,3.0,FieldService,3.0,RegionalFieldService,0,8833.0,2010-01-20 13:36:15.000,email,Large email with attachment,HIGH,Possible data exfiltration via email attachment,1289,1,0.16500748556925404,0,1
ACP2122,530.1241950321987,370,2.560257589696412,124.0,0.0,0.0,0.0,226.1370967741936,0.0,0.0,1098.0,47.0,26.0,19.0,32.0,39.0,adria.clare.paul@dtaa.com,ElectricalEngineer,,1.0,Leo Travis Rojas,2009-12-01,2011-06-01,724.0,False,4.0,ResearchAndEngineering_Government_Foreign,4.0,Engineering,15.0,SystemsEngineering,0,16901.0,2010-07-22 09:16:42.000,email,Large email with attachment,HIGH,Possible data exfiltration via email attachment,3860,1,0.14101859101386405,0,1
ACR0331,532.9995289684409,171,2.486104569006123,0.0,0.0,0.0,0.0,0.0,0.0,0.0,712.0,17.0,44.0,24.0,17.0,29.0,anthony.caesar.rosa@dtaa.com,ElectricalEngineer,,1.0,Jane Sarah Barron,2009-12-01,2011-06-01,724.0,False,6.0,Manufacturing_Government,2.0,ManufacturingEngineering,0.0,0,0,39040.0,2010-07-13 14:58:03.000,email,Large email with attachment,HIGH,Possible data exfiltration via email attachment,1967,1,0.1391717269456605,0,1
ACR0748,520.1800674049109,458,2.5806451612903225,42.0,0.0,0.0,0.0,467.95238095238096,0.0,0.0,712.0,37.0,36.0,16.0,35.0,30.0,amir.caldwell.russo@dtaa.com,HardwareEngineer,,1.0,Grant Lamar Fulton,2009-12-01,2011-06-01,724.0,False,4.0,ResearchAndEngineering_Government_Foreign,3.0,SoftwareManagement,3.0,EmbeddedSoftware,0,11717.0,2010-10-21 15:46:44.000,email,Large email with attachment,HIGH,Possible data exfiltration via email attachment,4111,1,0.19343048066305613,0,1
ACS0128,560.8868742609382,556,2.43358297201419,46.0,0.0,0.0,0.0,536.3260869565217,0.0,0.0,771.0,36.0,44.0,21.0,23.0,28.0,aristotle.cairo.sharpe@dtaa.com,AdministrativeAssistant,,1.0,Kasimir Axel Medina,2009-12-01,2011-01-01,719.0,False,3.0,ResearchAndEngineering_Government_Domestic,0.0,0,0.0,0,0,2604.0,2010-04-06 11:11:18.000,email,Large email with attachment,HIGH,Possible data exfiltration via email attachment,4980,1,0.18132136406768262,0,1
ACS1921,554.902697495183,763,2.8501926782273603,3315.0,1072.0,1931.0,3003.0,551.375867269985,2074.0,1042.0,920.0,37.0,18.0,41.0,25.0,26.0,august.clinton.suarez@dtaa.com,SoftwareDeveloper,Project 76,1.0,Dora Tallulah Tran,2009-12-01,2011-06-01,724.0,False,3.0,ResearchAndEngineering_Government_Domestic,3.0,SoftwareManagement,8.0,DesktopSoftware,0,748.0,2010-04-07 15:17:10.000,email,Large email with attachment,HIGH,Possible data exfiltration via email attachment,35093,1,0.04099176085565204,0,1
ACV1946,560.6679371129109,599,2.838970938542163,1760.0,403.0,878.0,1281.0,565.4994318181818,752.0,380.0,1252.0,49.0,45.0,18.0,39.0,38.0,arsenio.caldwell.vargas@dtaa.com,SoftwareDeveloper,Project 92,1.0,Patience Raya Holt,2009-12-01,2011-06-01,724.0,False,3.0,ResearchAndEngineering_Government_Domestic,3.0,SoftwareManagement,9.0,WebSoftware,0,5882.0,2010-07-23 10:59:40.000,email,Large email with attachment,HIGH,Possible data exfiltration via email attachment,15201,1,0.05173486297029417,0,1
ACW0426,503.154949784792,183,2.6743185078909613,11.0,0.0,0.0,0.0,552.1818181818181,0.0,0.0,712.0,34.0,15.0,18.0,30.0,39.0,adara.caryn.weaver@dtaa.com,Technician,,1.0,Sydney Medge Ellis,2009-12-01,2011-06-01,724.0,False,9.0,SalesAndMarketing_Government,3.0,FieldService,1.0,RegionalFieldService,0,18463.0,2010-08-05 16:15:20.000,email,Large email with attachment,HIGH,Possible data exfiltration via email attachment,1498,1,0.14341330749939046,0,1
ACW0464,547.8582089552239,379,2.493715632364493,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2836.0,48.0,24.0,10.0,41.0,37.0,anika.cherokee.wood@dtaa.com,ITAdmin,,1.0,Carl Garrett Morgan,2009-12-01,2011-06-01,724.0,False,1.0,Adminstration,5.0,Security,2.0,ElectronicSecurity,0,579.0,2010-02-22 10:54:26.000,email,Large email with attachment,HIGH,Possible data exfiltration via email attachment,6240,1,0.05763970106884486,0,1
ACW1707,509.71972746980487,579,2.581604211830288,49.0,0.0,0.0,0.0,507.2244897959184,0.0,0.0,712.0,38.0,43.0,37.0,39.0,29.0,abel.cruz.wiley@dtaa.com,LabManager,,1.0,Brynne Jeanette Sharp,2009-12-01,2011-06-01,724.0,False,2.0,ResearchAndEngineering_Commercial,2.0,Research,3.0,Lab,0,5027.0,2010-09-29 18:49:08.000,email,Large email with attachment,HIGH,Possible data exfiltration via email attachment,5526,1,0.1884941964849271,0,1
ADB0350,534.5433503334641,519,2.437034131031777,84.0,0.0,0.0,0.0,429.0952380952381,0.0,0.0,712.0,16.0,12.0,19.0,46.0,21.0,adena.deborah.benjamin@dtaa.com,AdministrativeAssistant,,1.0,Ulric Channing Gross,2009-12-01,2011-06-01,724.0,False,6.0,Manufacturing_Government,4.0,QualityControl,0.0,0,0,1532.0,2010-03-22 08:07:58.000,email,Large email with attachment,HIGH,Possible data exfiltration via email attachment,4068,1,0.11010386016307272,0,1
ADB1105,510.3884766477521,342,2.749890877346137,649.0,207.0,372.0,579.0,494.8258859784284,3956.0,1982.0,614.0,39.0,38.0,42.0,37.0,21.0,abbot.drake.black@dtaa.com,ElectricalEngineer,,1.0,Carl Alfonso Roman,2009-12-01,2011-01-01,719.0,False,2.0,ResearchAndEngineering_Commercial,3.0,SoftwareManagement,6.0,EmbeddedSoftware,0,32.0,2010-03-31 09:07:22.000,email,Large email with attachment,HIGH,Possible data exfiltration via email attachment,37782,1,0.0675880126133781,0,1
ADB3853,557.2283536585365,653,2.500914634146341,54.0,0.0,0.0,0.0,625.7222222222222,0.0,0.0,712.0,33.0,41.0,42.0,42.0,27.0,amal.davis.buchanan@dtaa.com,SecurityGuard,,1.0,Yvonne Kellie Walters,2009-12-01,2011-06-01,724.0,False,1.0,Adminstration,5.0,Security,12.0,BuildingSecurity,0,2990.0,2010-04-09 17:47:12.000,email,Large email with attachment,HIGH,Possible data exfiltration via email attachment,4519,1,0.1762383822352463,0,1
ADC1469,579.059305689489,410,2.507232401157184,14.0,0.0,0.0,0.0,808.2857142857143,0.0,0.0,712.0,37.0,15.0,44.0,35.0,32.0,aubrey.dora.curtis@dtaa.com,MechanicalEngineer,,1.0,Naida Shellie Barlow,2009-12-01,2011-06-01,724.0,False,4.0,ResearchAndEngineering_Government_Foreign,4.0,Engineering,11.0,TestAndEvalualtion,0,3908.0,2010-07-20 14:47:18.000,email,Large email with attachment,HIGH,Possible data exfiltration via email attachment,3470,1,0.12834521746125482,0,1
ADG1430,531.1325648414986,655,2.5730067243035544,116.0,0.0,0.0,0.0,539.7068965517242,0.0,0.0,986.0,14.0,40.0,20.0,16.0,24.0,adena.dakota.garrett@dtaa.com,ElectricalEngineer,,1.0,Sarah Cleo Hubbard,2009-12-01,2011-06-01,724.0,False,4.0,ResearchAndEngineering_Government_Foreign,4.0,Engineering,8.0,ElectricalEngineering,0,1869.0,2010-08-25 15:30:11.000,email,Large email with attachment,HIGH,Possible data exfiltration via email attachment,2705,1,0.15694616476017698,0,1
ADG1737,552.5237804878049,918,2.87469512195122,3703.0,1772.0,1169.0,2941.0,511.95814204698894,6070.0,3043.0,1012.0,35.0,21.0,25.0,26.0,35.0,adele.deirdre.guthrie@dtaa.com,Manager,Project 15,1.0,Daria Emma Ramos,2009-12-01,2011-06-01,724.0,False,9.0,SalesAndMarketing_Government,2.0,Sales,3.0,RegionalSales,1,4422.0,2010-06-25 12:59:45.000,email,Large email with attachment,HIGH,Possible data exfiltration via email attachment,51904,1,-0.03228990070337656,0,1
ADH0975,523.2668579626973,271,2.898134863701578,200.0,0.0,0.0,0.0,709.37,0.0,0.0,948.0,34.0,21.0,41.0,19.0,33.0,ariana.deanna.herring@dtaa.com,Technician,,1.0,Sydney Medge Ellis,2009-12-01,2011-06-01,724.0,False,9.0,SalesAndMarketing_Government,3.0,FieldService,1.0,RegionalFieldService,0,1685.0,2010-03-02 13:02:06.000,email,Large email with attachment,HIGH,Possible data exfiltration via email attachment,1730,1,0.1473621816250285,0,1
ADM0158,531.2175588865097,475,2.892505353319058,12.0,0.0,0.0,0.0,482.5,0.0,0.0,744.0,38.0,42.0,25.0,32.0,29.0,aidan.drake.mitchell@dtaa.com,ComputerScientist,,1.0,Hedy Ivana Pennington,2009-12-01,2011-06-01,724.0,False,3.0,ResearchAndEngineering_Government_Domestic,3.0,SoftwareManagement,2.0,DesktopSoftware,0,9782.0,2010-01-13 10:35:44.000,email,Large email with attachment,HIGH,Possible data exfiltration via email attachment,4022,1,0.1806334070524463,0,1
ADM0765,538.8334928229665,304,2.5617224880382774,25.0,0.0,0.0,0.0,476.32,0.0,0.0,712.0,23.0,22.0,44.0,23.0,24.0,aiko.deborah.mosley@dtaa.com,SoftwareDeveloper,Project 61,1.0,Jared Price Johns,2009-12-01,2011-06-01,724.0,False,4.0,ResearchAndEngineering_Government_Foreign,3.0,SoftwareManagement,4.0,WebSoftware,0,5290.0,2010-11-18 14:12:32.000,email,Large email with attachment,HIGH,Possible data exfiltration via email attachment,2549,1,0.17205146840927782,0,1
ADM0923,564.7839258114374,961,2.8494590417310666,1126.0,136.0,323.0,459.0,627.671403197158,278.0,139.0,1221.0,47.0,32.0,24.0,45.0,28.0,alyssa.dara.mcbride@dtaa.com,Salesman,,1.0,Florence Giselle Neal,2009-12-01,2011-06-01,724.0,False,8.0,SalesAndMarketing_Commercial,2.0,Sales,1.0,RegionalSales,0,410.0,2010-07-26 16:43:11.000,email,Large email with attachment,HIGH,Possible data exfiltration via email attachment,11472,1,0.09879976194011758,0,1
ADM1894,559.7116945107399,558,2.4,109.0,0.0,0.0,0.0,617.3577981651376,0.0,0.0,1177.0,42.0,43.0,20.0,30.0,36.0,adrian.declan.mathews@dtaa.com,ElectricalEngineer,,1.0,Nicole Jennifer Rosario,2009-12-01,2011-06-01,724.0,False,2.0,ResearchAndEngineering_Commercial,4.0,Engineering,16.0,TestAndEvalualtion,0,267.0,2010-07-08 08:18:47.000,email,Large email with attachment,HIGH,Possible data exfiltration via email attachment,3756,1,0.15754026948083666,0,1
ADM2762,529.8326996197719,385,2.582699619771863,0.0,0.0,0.0,0.0,0.0,0.0,0.0,712.0,35.0,47.0,17.0,42.0,25.0,arden.david.manning@dtaa.com,TestEngineer,Project 37,1.0,Catherine Madonna Owen,2009-12-01,2011-06-01,724.0,False,4.0,ResearchAndEngineering_Government_Foreign,4.0,Engineering,21.0,TestAndEvalualtion,0,24550.0,2010-07-01 07:41:20.000,email,Large email with attachment,HIGH,Possible data exfiltration via email attachment,5550,1,0.14776675683424673,0,1
ADP1625,528.4017216642754,116,2.6226685796269726,13.0,0.0,0.0,0.0,511.38461538461536,0.0,0.0,980.0,39.0,17.0,41.0,43.0,27.0,anjolie.dora.parker@dtaa.com,Technician,,1.0,Byron Elmo Buchanan,2009-12-01,2011-06-01,724.0,False,8.0,SalesAndMarketing_Commercial,3.0,FieldService,2.0,RegionalFieldService,0,3384.0,2010-09-14 10:16:13.000,email,Large email with attachment,HIGH,Possible data exfiltration via email attachment,1336,1,0.17050043663148023,0,1
ADP3667,536.190332326284,185,2.7915407854984893,1165.0,374.0,674.0,1048.0,571.4678111587983,1129.0,567.0,1070.0,39.0,16.0,47.0,22.0,38.0,abraham.dustin.pitts@dtaa.com,StockroomClerk,,1.0,Carlos Tanek Buchanan,2009-12-01,2011-06-01,724.0,False,6.0,Manufacturing_Government,3.0,Assembly,11.0,Stockroom,0,34959.0,2010-10-17 17:13:39.000,email,Large email with attachment,HIGH,Possible data exfiltration via email attachment,13599,1,0.07613548767344863,1,1
ADR1517,553.077922077922,119,3.051948051948052,12.0,0.0,0.0,0.0,529.0833333333334,0.0,0.0,987.0,36.0,39.0,13.0,19.0,27.0,abraham.dante.rodgers@dtaa.com,ProductionLineWorker,,1.0,Mark William Horne,2009-12-01,2011-06-01,724.0,False,5.0,Manufacturing_Commercial,3.0,Assembly,4.0,AssemblyDept,0,15283.0,2010-08-16 08:30:26.000,email,Large email with attachment,HIGH,Possible data exfiltration via email attachment,859,1,0.15318924020486585,0,1
ADS0763,541.1492032834379,598,2.672621921776919,83.0,0.0,0.0,0.0,550.7469879518072,0.0,0.0,712.0,26.0,18.0,22.0,38.0,35.0,alice.deborah.sawyer@dtaa.com,WebDeveloper,Project 47,1.0,Jared Price Johns,2009-12-01,2011-06-01,724.0,False,4.0,ResearchAndEngineering_Government_Foreign,3.0,SoftwareManagement,4.0,WebSoftware,0,1969.0,2010-06-25 16:25:17.000,email,Large email with attachment,HIGH,Possible data exfiltration via email attachment,3291,1,0.17579256622407496,0,1
ADS2428,565.8391881342701,508,2.577673692427791,27.0,0.0,0.0,0.0,650.5555555555555,0.0,0.0,2818.0,22.0,24.0,49.0,11.0,26.0,andrew.dale.sargent@dtaa.com,ITAdmin,,1.0,Madison Charissa Malone,2009-12-01,2011-06-01,724.0,False,1.0,Adminstration,5.0,Security,8.0,ElectronicSecurity,0,1329.0,2010-08-11 12:22:45.000,email,Large email with attachment,HIGH,Possible data exfiltration via email attachment,7044,1,0.06360235898681832,0,1
ADS2950,518.6629116117851,976,2.79000577700751,995.0,88.0,174.0,262.0,470.01608040201006,159.0,80.0,837.0,49.0,38.0,19.0,23.0,25.0,aubrey.dominic.stewart@dtaa.com,Salesman,,1.0,Tanisha Chiquita Mullins,2009-12-01,2010-12-01,365.0,False,9.0,SalesAndMarketing_Government,2.0,Sales,4.0,RegionalSales,0,3157.0,2010-01-26 16:50:51.000,email,Large email with attachment,HIGH,Possible data exfiltration via email attachment,7719,1,0.09705552804509421,0,1
ADV1640,522.125,27,2.533333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,82.0,43.0,43.0,36.0,36.0,19.0,andrew.dalton.vega@dtaa.com,Technician,,1.0,Byron Elmo Buchanan,2009-12-01,2010-03-01,356.0,False,8.0,SalesAndMarketing_Commercial,3.0,FieldService,2.0,RegionalFieldService,0,241897.0,2010-02-11 09:11:47.000,email,Large email with attachment,HIGH,Possible data exfiltration via email attachment,146,1,0.09684862943173123,0,1
ADV2467,549.5066985645933,219,2.2942583732057416,0.0,0.0,0.0,0.0,0.0,0.0,0.0,712.0,42.0,39.0,10.0,15.0,27.0,armand.devin.velasquez@dtaa.com,WebDeveloper,,1.0,Xandra Hilary Romero,2009-12-01,2011-06-01,724.0,False,2.0,ResearchAndEngineering_Commercial,3.0,SoftwareManagement,10.0,WebSoftware,0,11661.0,2010-12-02 12:42:24.000,email,Large email with attachment,HIGH,Possible data exfiltration via email attachment,1807,1,0.13082029488719737,0,1
ADW2832,562.0434782608696,49,2.5391304347826087,0.0,0.0,0.0,0.0,0.0,0.0,0.0,712.0,10.0,48.0,22.0,15.0,27.0,amelia.dorothy.weeks@dtaa.com,StockroomClerk,,1.0,Britanney Ursa Shepard,2009-12-01,2011-06-01,724.0,False,6.0,Manufacturing_Government,3.0,Assembly,7.0,Stockroom,0,22176.0,2010-08-10 09:14:19.000,email,Large email with attachment,HIGH,Possible data exfiltration via email attachment,1078,1,0.11189158831361384,0,1
AEB1458,522.5755258126195,568,2.57791586998088,172.0,0.0,0.0,0.0,559.8255813953489,0.0,0.0,712.0,36.0,39.0,21.0,25.0,31.0,ashton.emmanuel.barrett@dtaa.com,ElectricalEngineer,Project 96,1.0,Zenia Basia Whitley,2009-12-01,2011-06-01,724.0,False,4.0,ResearchAndEngineering_Government_Foreign,4.0,Engineering,10.0,SystemsEngineering,0,3336.0,2010-10-13 17:17:32.000,email,Large email with attachment,HIGH,Possible data exfiltration via email attachment,3017,1,0.19746860921020776,0,1
AEB3249,567.4726840855107,321,2.819002375296912,327.0,81.0,90.0,171.0,585.5565749235474,268.0,135.0,993.0,22.0,14.0,45.0,48.0,25.0,amela.elaine.burnett@dtaa.com,HardwareEngineer,,1.0,Oliver Brock Howe,2009-12-01,2011-06-01,724.0,False,4.0,ResearchAndEngineering_Government_Foreign,4.0,Engineering,24.0,SystemsEngineering,0,7254.0,2010-01-22 09:23:04.000,email,Large email with attachment,HIGH,Possible data exfiltration via email attachment,8942,1,0.09681201977420739,0,1
AEB3574,584.6465076660988,680,2.5379045996592846,313.0,93.0,170.0,263.0,565.2875399361022,724.0,365.0,1173.0,45.0,10.0,45.0,22.0,40.0,ali.emmanuel.burns@dtaa.com,SystemsEngineer,,1.0,Gage Yardley Hester,2009-12-01,2011-06-01,724.0,False,3.0,ResearchAndEngineering_Government_Domestic,4.0,Engineering,25.0,SystemsEngineering,0,2800.0,2010-04-27 12:46:02.000,email,Large email with attachment,HIGH,Possible data exfiltration via email attachment,11886,1,0.049817140974307894,0,1
AED1421,539.3991477272727,604,2.859848484848485,8417.0,2807.0,4850.0,7657.0,568.632767019128,6119.0,3068.0,906.0,41.0,47.0,47.0,43.0,30.0,amos.elvis.dorsey@dtaa.com,ElectricalEngineer,,1.0,Sarah Cleo Hubbard,2009-12-01,2011-06-01,724.0,False,4.0,ResearchAndEngineering_Government_Foreign,4.0,Engineering,8.0,ElectricalEngineering,1,5887.0,2010-10-15 13:15:23.000,email,Large email with attachment,HIGH,Possible data exfiltration via email attachment,79339,1,-0.08054994637790014,0,1
AEF2019,535.362291169451,427,2.544152744630072,16.0,0.0,0.0,0.0,468.5625,0.0,0.0,712.0,38.0,24.0,40.0,25.0,26.0,alec.elvis.frost@dtaa.com,ElectricalEngineer,,1.0,Elijah Valentine Fuentes,2009-12-01,2011-06-01,724.0,False,3.0,ResearchAndEngineering_Government_Domestic,4.0,Engineering,16.0,TestAndEvalualtion,0,7675.0,2010-07-14 09:52:59.000,email,Large email with attachment,HIGH,Possible data exfiltration via email attachment,4374,1,0.18889355231899113,0,1
AEG1121,533.1795956746591,612,2.4861307005171605,61.0,0.0,0.0,0.0,537.1311475409836,0.0,0.0,624.0,39.0,44.0,33.0,39.0,27.0,andrew.emerson.golden@dtaa.com,ComputerProgrammer,Project 79,1.0,Amanda Sydney Decker,2009-12-01,2011-03-01,721.0,False,2.0,ResearchAndEngineering_Commercial,3.0,SoftwareManagement,7.0,WebSoftware,0,13114.0,2010-06-01 08:34:21.000,email,Large email with attachment,HIGH,Possible data exfiltration via email attachment,5113,1,0.19078960636716846,0,1
AEH0187,536.9948789571695,415,2.5991620111731844,175.0,0.0,0.0,0.0,541.4342857142857,0.0,0.0,912.0,43.0,41.0,10.0,10.0,28.0,alden.elliott.holden@dtaa.com,ElectricalEngineer,Project 61,1.0,Xantha Imani Waters,2009-12-01,2011-03-01,721.0,False,3.0,ResearchAndEngineering_Government_Domestic,4.0,Engineering,3.0,ElectricalEngineering,0,3916.0,2010-08-18 09:47:10.000,email,Large email with attachment,HIGH,Possible data exfiltration via email attachment,3071,1,0.15172257620237267,0,1
AEH2020,546.3910748560461,582,2.741362763915547,60.0,0.0,0.0,0.0,596.5,0.0,0.0,995.0,35.0,17.0,24.0,19.0,25.0,ali.elvis.harrington@dtaa.com,ElectricalEngineer,,1.0,Elijah Valentine Fuentes,2009-12-01,2011-06-01,724.0,False,3.0,ResearchAndEngineering_Government_Domestic,4.0,Engineering,16.0,TestAndEvalualtion,0,2747.0,2010-09-21 11:33:56.000,email,Large email with attachment,HIGH,Possible data exfiltration via email attachment,4890,1,0.17222234015561289,0,1
AEK3566,567.5776277724204,564,2.6668273866923817,33.0,0.0,0.0,0.0,592.9090909090909,0.0,0.0,960.0,33.0,42.0,12.0,24.0,33.0,aaron.emery.knight@dtaa.com,SystemsEngineer,Project 0,1.0,Gage Yardley Hester,2009-12-01,2011-06-01,724.0,False,3.0,ResearchAndEngineering_Government_Domestic,4.0,Engineering,25.0,SystemsEngineering,0,199.0,2010-03-17 09:55:16.000,email,Large email with attachment,HIGH,Possible data exfiltration via email attachment,5273,1,0.17014023036569537,0,1
AEM0554,545.9433706341133,706,2.574432010851136,493.0,0.0,0.0,0.0,485.12981744421904,0.0,0.0,1726.0,45.0,32.0,24.0,30.0,21.0,asher.elliott.morrison@dtaa.com,ElectricalEngineer,,1.0,Fredericka Kessie Stein,2009-12-01,2011-06-01,724.0,False,2.0,ResearchAndEngineering_Commercial,4.0,Engineering,3.0,ElectricalEngineering,0,902.0,2010-02-10 19:25:12.000,email,Large email with attachment,HIGH,Possible data exfiltration via email attachment,6720,1,0.1346842085998416,0,1
