user_id,avg_email_size,total_attachments,avg_recipients,total_file_actions,total_to_rem,total_from_rem,total_uses_rem,avg_file_size,total_device_actions,connected_count,total_logons,o,c,e,a,n,email,role,projects,business_unit,supervisor,start_date,end_date,employment_duration_days,is_active,functional_unit_id,functional_unit_name,department_id,department_name,team_id,team_name,anomaly
CAM0679,538.1395238095238,710,2.8485714285714288,832.0,254.0,476.0,730.0,544.2163461538462,1378.0,691.0,993.0,41.0,40.0,16.0,43.0,39.0,colton.abraham.montgomery@dtaa.com,MaterialsEngineer,None,1.0,Benjamin Wylie Kane,2009-12-01,2011-06-01,724.0,False,3.0,ResearchAndEngineering_Government_Domestic,4.0,Engineering,4.0,MaterialsEngineering,normal
CAM1323,507.2635621699472,333,2.826692270763322,247.0,70.0,142.0,212.0,549.6396761133603,311.0,156.0,1081.0,42.0,40.0,15.0,18.0,29.0,carlos.armando.mcclure@dtaa.com,SystemsEngineer,None,1.0,Zachery Hayes Fuller,2009-12-01,2011-06-01,724.0,False,3.0,ResearchAndEngineering_Government_Domestic,4.0,Engineering,10.0,SystemsEngineering,normal
CAM2468,538.2554194156456,392,2.468426013195099,4.0,0.0,0.0,0.0,497.0,0.0,0.0,712.0,42.0,36.0,37.0,25.0,33.0,connor.abel.mcdowell@dtaa.com,SoftwareDeveloper,None,1.0,Xandra Hilary Romero,2009-12-01,2011-06-01,724.0,False,2.0,ResearchAndEngineering_Commercial,3.0,SoftwareManagement,10.0,WebSoftware,normal
CAM3050,561.8095051060487,803,2.837784760408484,2636.0,845.0,1412.0,2257.0,499.29248861911987,2086.0,1043.0,3202.0,41.0,37.0,17.0,19.0,29.0,cairo.aaron.mcgee@dtaa.com,ITAdmin,Project 32,1.0,Lois Rhonda Snow,2009-12-01,2011-06-01,724.0,False,1.0,Adminstration,5.0,Security,10.0,ElectronicSecurity,anomaly
CAO3117,528.4691064638783,268,2.4933460076045626,0.0,0.0,0.0,0.0,0.0,0.0,0.0,712.0,15.0,21.0,31.0,19.0,32.0,camilla.amanda.osborn@dtaa.com,HardwareEngineer,None,1.0,Hop Alfonso Palmer,2009-12-01,2011-06-01,724.0,False,2.0,ResearchAndEngineering_Commercial,4.0,Engineering,24.0,SystemsEngineering,normal
CAP1971,559.8566682486949,763,2.8561936402467962,125.0,0.0,0.0,0.0,581.552,0.0,0.0,712.0,27.0,39.0,42.0,19.0,37.0,camilla.april.puckett@dtaa.com,ElectricalEngineer,None,1.0,Kasper Tyler Woods,2009-12-01,2011-06-01,724.0,False,3.0,ResearchAndEngineering_Government_Domestic,4.0,Engineering,13.0,ElectricalEngineering,normal
CAP2149,532.9379734848485,294,2.441287878787879,0.0,0.0,0.0,0.0,0.0,0.0,0.0,712.0,34.0,48.0,15.0,40.0,28.0,cherokee.ainsley.paul@dtaa.com,MechanicalEngineer,None,1.0,Ifeoma Mechelle Nash,2009-12-01,2011-06-01,724.0,False,4.0,ResearchAndEngineering_Government_Foreign,4.0,Engineering,16.0,TestAndEvalualtion,normal
CAP2283,529.5553935860058,255,2.6049562682215743,61.0,0.0,0.0,0.0,533.016393442623,0.0,0.0,985.0,50.0,22.0,19.0,20.0,39.0,charlotte.amena.pena@dtaa.com,Technician,None,1.0,Eric Macaulay Sanchez,2009-12-01,2011-06-01,724.0,False,8.0,SalesAndMarketing_Commercial,3.0,FieldService,3.0,RegionalFieldService,normal
CAR0928,562.4813218390805,260,2.6163793103448274,41.0,0.0,0.0,0.0,700.6585365853658,0.0,0.0,995.0,17.0,45.0,41.0,25.0,29.0,claudia.ava.rhodes@dtaa.com,Technician,None,1.0,Jessamine Madeson Eaton,2009-12-01,2011-06-01,724.0,False,8.0,SalesAndMarketing_Commercial,3.0,FieldService,1.0,RegionalFieldService,normal
CAR0992,527.505443747938,856,2.5222698779280766,2148.0,361.0,898.0,1259.0,462.7299813780261,1450.0,729.0,1150.0,39.0,40.0,15.0,26.0,28.0,carl.alfonso.roman@dtaa.com,Manager,Project 81,1.0,Reed Charles Fletcher,2009-12-01,2011-06-01,724.0,False,2.0,ResearchAndEngineering_Commercial,3.0,SoftwareManagement,6.0,EmbeddedSoftware,normal
CAR2244,595.6557971014493,168,3.5253623188405796,1276.0,417.0,736.0,1153.0,658.2437304075235,868.0,437.0,966.0,36.0,20.0,33.0,21.0,29.0,cassandra.alexis.rivers@dtaa.com,ProductionLineWorker,None,1.0,Drew Owen Coleman,2009-12-01,2011-06-01,724.0,False,6.0,Manufacturing_Government,3.0,Assembly,6.0,AssemblyDept,normal
CAR2748,513.8304038004751,552,2.585748218527316,54.0,0.0,0.0,0.0,570.7592592592592,0.0,0.0,712.0,38.0,47.0,25.0,31.0,35.0,casey.adam.randall@dtaa.com,HardwareEngineer,None,1.0,Aline Linda Bowen,2009-12-01,2011-06-01,724.0,False,4.0,ResearchAndEngineering_Government_Foreign,4.0,Engineering,20.0,SystemsEngineering,normal
CAR2900,519.1741379310345,521,2.5586206896551724,0.0,0.0,0.0,0.0,0.0,0.0,0.0,712.0,22.0,30.0,36.0,29.0,26.0,cassady.adele.rasmussen@dtaa.com,Salesman,None,1.0,Heidi Cara Schmidt,2009-12-01,2011-06-01,724.0,False,8.0,SalesAndMarketing_Commercial,2.0,Sales,4.0,RegionalSales,normal
CAS0391,556.1060171919771,219,2.5587392550143266,26.0,0.0,0.0,0.0,680.7307692307693,0.0,0.0,712.0,33.0,39.0,35.0,20.0,28.0,colton.asher.smith@dtaa.com,Technician,None,1.0,Jessamine Madeson Eaton,2009-12-01,2011-06-01,724.0,False,8.0,SalesAndMarketing_Commercial,3.0,FieldService,1.0,RegionalFieldService,normal
CAS1017,538.960113960114,144,2.5811965811965814,0.0,0.0,0.0,0.0,0.0,0.0,0.0,712.0,44.0,21.0,36.0,18.0,28.0,cooper.ali.stuart@dtaa.com,Supervisor,None,1.0,Maxwell Deacon Santana,2009-12-01,2011-06-01,724.0,False,5.0,Manufacturing_Commercial,3.0,Assembly,3.0,Stockroom,normal
CAS1702,531.3130311614731,115,2.58356940509915,0.0,0.0,0.0,0.0,0.0,0.0,0.0,712.0,13.0,20.0,22.0,20.0,30.0,charde.alice.stevenson@dtaa.com,Technician,None,1.0,Haley Madeline Thomas,2009-12-01,2011-06-01,724.0,False,9.0,SalesAndMarketing_Government,3.0,FieldService,2.0,RegionalFieldService,normal
CAS3022,573.9786575935664,491,2.580575317042994,0.0,0.0,0.0,0.0,0.0,0.0,0.0,712.0,10.0,17.0,34.0,32.0,26.0,caldwell.adrian.stephenson@dtaa.com,SecurityGuard,None,1.0,Uriah Cain Weiss,2009-12-01,2011-06-01,724.0,False,1.0,Adminstration,5.0,Security,9.0,BuildingSecurity,normal
CAV1868,532.2938638542665,519,2.6984659635666346,47.0,0.0,0.0,0.0,663.5957446808511,0.0,0.0,987.0,39.0,35.0,35.0,50.0,33.0,colorado.alec.vazquez@dtaa.com,HardwareEngineer,None,1.0,Salvador Hu Patel,2009-12-01,2011-06-01,724.0,False,2.0,ResearchAndEngineering_Commercial,4.0,Engineering,15.0,SystemsEngineering,normal
CBA1023,594.2706316274781,727,2.553480866758875,841.0,262.0,460.0,722.0,573.7146254458977,8082.0,4049.0,992.0,20.0,42.0,23.0,21.0,28.0,cheryl.brianna.aguirre@dtaa.com,Manager,Project 54,1.0,Daria Emma Ramos,2009-12-01,2011-06-01,724.0,False,9.0,SalesAndMarketing_Government,2.0,Sales,2.0,RegionalSales,anomaly
CBB2904,580.8080808080808,306,2.914862914862915,1982.0,673.0,1122.0,1795.0,573.0464177598385,763.0,384.0,1016.0,40.0,21.0,42.0,37.0,33.0,clare.belle.burgess@dtaa.com,Technician,None,1.0,Nolan Jerome Wagner,2009-12-01,2011-06-01,724.0,False,8.0,SalesAndMarketing_Commercial,3.0,FieldService,4.0,RegionalFieldService,normal
CBB3018,555.5616113744076,249,2.8165876777251184,0.0,0.0,0.0,0.0,0.0,0.0,0.0,712.0,27.0,35.0,26.0,45.0,28.0,cathleen.bianca.burnett@dtaa.com,NursePractitioner,None,1.0,Dustin Walter Cole,2009-12-01,2011-06-01,724.0,False,1.0,Adminstration,4.0,Safety,5.0,Medical,normal
CBC0952,526.52634643377,1182,3.2558951965065503,601.0,139.0,280.0,419.0,531.7637271214642,276.0,139.0,987.0,18.0,23.0,24.0,13.0,32.0,carissa.bethany.cole@dtaa.com,Salesman,None,1.0,Whoopi Laurel Guy,2009-12-01,2011-06-01,724.0,False,9.0,SalesAndMarketing_Government,2.0,Sales,1.0,RegionalSales,normal
CBC3175,530.4464540694908,728,2.859590671108996,649.0,197.0,347.0,544.0,563.5608628659476,266.0,134.0,990.0,45.0,45.0,44.0,22.0,35.0,caldwell.baxter.calderon@dtaa.com,HardwareEngineer,None,1.0,Malcolm Elton Battle,2009-12-01,2011-06-01,724.0,False,3.0,ResearchAndEngineering_Government_Domestic,4.0,Engineering,24.0,SystemsEngineering,normal
CBD0802,540.9758803666184,512,2.5142305836951278,37.0,0.0,0.0,0.0,541.7837837837837,0.0,0.0,1202.0,43.0,20.0,46.0,17.0,20.0,cade.benjamin.dotson@dtaa.com,MaterialsEngineer,None,1.0,Keiko Libby Porter,2009-12-01,2011-06-01,724.0,False,4.0,ResearchAndEngineering_Government_Foreign,4.0,Engineering,4.0,MaterialsEngineering,normal
CBD3251,538.0897435897435,34,2.448717948717949,0.0,0.0,0.0,0.0,0.0,0.0,0.0,712.0,42.0,35.0,30.0,11.0,33.0,cain.barry.dyer@dtaa.com,StockroomClerk,None,1.0,Quincy Guy Shannon,2009-12-01,2011-06-01,724.0,False,5.0,Manufacturing_Commercial,3.0,Assembly,9.0,Stockroom,normal
CBG1074,551.2595238095238,529,2.815238095238095,1485.0,252.0,669.0,921.0,551.6989898989899,1443.0,725.0,1007.0,38.0,32.0,14.0,38.0,37.0,cyrus.brady.gaines@dtaa.com,Scientist,None,1.0,Victoria Winter Barker,2009-12-01,2011-06-01,724.0,False,2.0,ResearchAndEngineering_Commercial,2.0,Research,2.0,Lab,normal
CBG1142,538.6342905405405,690,2.517314189189189,42.0,0.0,0.0,0.0,246.52380952380952,0.0,0.0,762.0,31.0,39.0,10.0,30.0,21.0,cooper.benjamin.gill@dtaa.com,ElectricalEngineer,None,1.0,Colin Ignatius Hines,2009-12-01,2011-06-01,724.0,False,2.0,ResearchAndEngineering_Commercial,4.0,Engineering,8.0,ElectricalEngineering,normal
CBG2875,512.6949152542373,988,2.815020455873758,96.0,0.0,0.0,0.0,579.9166666666666,0.0,0.0,1234.0,40.0,37.0,45.0,30.0,22.0,cade.bernard.golden@dtaa.com,Salesman,None,1.0,Heidi Cara Schmidt,2009-12-01,2011-06-01,724.0,False,8.0,SalesAndMarketing_Commercial,2.0,Sales,4.0,RegionalSales,normal
CBH0413,529.7152242216509,1024,2.605826906598115,129.0,0.0,0.0,0.0,522.9147286821706,0.0,0.0,664.0,40.0,37.0,17.0,26.0,24.0,clarke.benjamin.hancock@dtaa.com,Salesman,None,1.0,Whoopi Laurel Guy,2009-12-01,2011-04-01,722.0,False,9.0,SalesAndMarketing_Government,2.0,Sales,1.0,RegionalSales,normal
CBJ0683,545.0347994200097,421,2.680038666022233,16.0,0.0,0.0,0.0,699.0,0.0,0.0,512.0,42.0,18.0,13.0,13.0,27.0,cora.buffy.joyner@dtaa.com,MaterialsEngineer,None,1.0,Benjamin Wylie Kane,2009-12-01,2011-01-01,719.0,False,3.0,ResearchAndEngineering_Government_Domestic,4.0,Engineering,4.0,MaterialsEngineering,normal
CBJ2083,513.962441314554,490,2.656338028169014,65.0,0.0,0.0,0.0,564.1692307692308,0.0,0.0,712.0,46.0,36.0,16.0,25.0,18.0,christopher.berk.jefferson@dtaa.com,MechanicalEngineer,None,1.0,George Guy Hayden,2009-12-01,2011-06-01,724.0,False,4.0,ResearchAndEngineering_Government_Foreign,4.0,Engineering,12.0,MechanicalEngineering,normal
CBJ3719,561.8058390022676,1198,2.8463718820861676,87.0,0.0,0.0,0.0,414.2183908045977,0.0,0.0,712.0,45.0,10.0,44.0,22.0,29.0,craig.brandon.james@dtaa.com,Salesman,None,1.0,Randall Orson Rosa,2009-12-01,2011-06-01,724.0,False,8.0,SalesAndMarketing_Commercial,2.0,Sales,6.0,RegionalSales,normal
CBL3631,540.1508620689655,125,2.5905172413793105,20.0,0.0,0.0,0.0,444.8,0.0,0.0,1225.0,42.0,18.0,35.0,20.0,29.0,camille.brooke.lindsay@dtaa.com,ProductionLineWorker,None,1.0,Brynne Camille Whitfield,2009-12-01,2011-06-01,724.0,False,5.0,Manufacturing_Commercial,3.0,Assembly,12.0,AssemblyDept,normal
CBM0060,545.8810452418097,767,2.6033541341653668,41.0,0.0,0.0,0.0,628.6829268292682,0.0,0.0,712.0,15.0,42.0,18.0,45.0,28.0,cameron.blythe.mccormick@dtaa.com,ProjectManager,Project 74,1.0,Nolan Isaiah Mason,2009-12-01,2011-06-01,724.0,False,2.0,ResearchAndEngineering_Commercial,1.0,ProjectManagement,0.0,0,normal
CBM0410,526.0315301391036,841,2.583307573415765,802.0,0.0,0.0,0.0,586.9476309226933,0.0,0.0,1083.0,46.0,38.0,47.0,10.0,34.0,carter.brennan.morrison@dtaa.com,Salesman,None,1.0,Whoopi Laurel Guy,2009-12-01,2011-06-01,724.0,False,9.0,SalesAndMarketing_Government,2.0,Sales,1.0,RegionalSales,normal
CBM1814,550.2918048318332,288,2.6859308384651825,0.0,0.0,0.0,0.0,0.0,0.0,0.0,712.0,42.0,22.0,36.0,24.0,37.0,chiquita.bo.mays@dtaa.com,SoftwareDeveloper,Project 80,1.0,Blair Hope Estes,2009-12-01,2011-06-01,724.0,False,2.0,ResearchAndEngineering_Commercial,3.0,SoftwareManagement,9.0,WebSoftware,normal
CBM2858,532.831223628692,149,3.0084388185654007,77.0,0.0,0.0,0.0,625.8181818181819,0.0,0.0,1138.0,42.0,33.0,17.0,38.0,23.0,chandler.byron.mueller@dtaa.com,ProductionLineWorker,None,1.0,Demetria Sage Melendez,2009-12-01,2011-06-01,724.0,False,6.0,Manufacturing_Government,3.0,Assembly,8.0,AssemblyDept,normal
CBR0121,555.1620853080568,641,2.867298578199052,106.0,0.0,0.0,0.0,580.1603773584906,0.0,0.0,1051.0,30.0,21.0,41.0,19.0,30.0,carter.barry.ramirez@dtaa.com,HardwareEngineer,None,1.0,Dora Aretha Macdonald,2009-12-01,2011-06-01,724.0,False,2.0,ResearchAndEngineering_Commercial,4.0,Engineering,5.0,SystemsEngineering,normal
CBR2229,582.7112068965517,95,2.586206896551724,9.0,0.0,0.0,0.0,601.0,0.0,0.0,712.0,42.0,42.0,13.0,14.0,34.0,colin.benedict.roach@dtaa.com,ProductionLineWorker,None,1.0,Drew Owen Coleman,2009-12-01,2011-06-01,724.0,False,6.0,Manufacturing_Government,3.0,Assembly,6.0,AssemblyDept,normal
CBS0951,504.6781283232896,501,2.6444523218716767,36.0,0.0,0.0,0.0,429.05555555555554,0.0,0.0,446.0,38.0,24.0,45.0,16.0,30.0,cooper.bert.stevens@dtaa.com,Salesman,None,1.0,Whoopi Laurel Guy,2009-12-01,2010-10-01,363.0,False,9.0,SalesAndMarketing_Government,2.0,Sales,1.0,RegionalSales,normal
CBW2427,561.837407838572,457,2.440046565774156,71.0,0.0,0.0,0.0,666.5633802816901,0.0,0.0,2842.0,45.0,21.0,18.0,20.0,29.0,coby.bruce.willis@dtaa.com,ITAdmin,None,1.0,Madison Charissa Malone,2009-12-01,2011-06-01,724.0,False,1.0,Adminstration,5.0,Security,8.0,ElectronicSecurity,normal
CCB0547,528.6869647954329,754,2.8097050428163652,137.0,0.0,0.0,0.0,488.1240875912409,0.0,0.0,998.0,40.0,37.0,32.0,34.0,25.0,claudia.camilla.bass@dtaa.com,ElectricalEngineer,None,1.0,Fredericka Kessie Stein,2009-12-01,2011-06-01,724.0,False,2.0,ResearchAndEngineering_Commercial,4.0,Engineering,3.0,ElectricalEngineering,normal
CCB3055,550.1438972162741,654,2.5610278372591004,157.0,0.0,0.0,0.0,607.5031847133758,0.0,0.0,3279.0,36.0,19.0,24.0,32.0,29.0,courtney.ciara.blackburn@dtaa.com,ITAdmin,None,1.0,Lois Rhonda Snow,2009-12-01,2011-06-01,724.0,False,1.0,Adminstration,5.0,Security,10.0,ElectronicSecurity,normal
CCB3173,517.6626794258373,394,2.658851674641148,12.0,0.0,0.0,0.0,579.75,0.0,0.0,712.0,30.0,36.0,32.0,41.0,34.0,chaney.colorado.byrd@dtaa.com,SystemsEngineer,None,1.0,Malcolm Elton Battle,2009-12-01,2011-06-01,724.0,False,3.0,ResearchAndEngineering_Government_Domestic,4.0,Engineering,24.0,SystemsEngineering,normal
CCB3943,555.3220338983051,76,2.4788135593220337,20.0,0.0,0.0,0.0,638.25,0.0,0.0,712.0,17.0,30.0,46.0,23.0,39.0,carissa.candice.bryant@dtaa.com,ProductionLineWorker,None,1.0,Keegan Noah Riggs,2009-12-01,2011-06-01,724.0,False,5.0,Manufacturing_Commercial,3.0,Assembly,14.0,AssemblyDept,normal
CCC0491,531.0313539192399,482,2.6807600950118764,45.0,0.0,0.0,0.0,593.0666666666667,0.0,0.0,989.0,40.0,44.0,48.0,40.0,36.0,cooper.caleb.cohen@dtaa.com,ComputerProgrammer,Project 2,1.0,Yolanda Briar Joyner,2009-12-01,2011-06-01,724.0,False,2.0,ResearchAndEngineering_Commercial,3.0,SoftwareManagement,2.0,DesktopSoftware,normal
CCD3168,554.576067348166,547,2.6374022850270595,48.0,0.0,0.0,0.0,738.375,0.0,0.0,382.0,40.0,18.0,41.0,14.0,38.0,chester.colt.dunlap@dtaa.com,ElectricalEngineer,None,1.0,Malcolm Elton Battle,2009-12-01,2010-10-01,363.0,False,3.0,ResearchAndEngineering_Government_Domestic,4.0,Engineering,24.0,SystemsEngineering,normal
CCE0745,512.9362721609966,287,2.584571154767609,0.0,0.0,0.0,0.0,0.0,0.0,0.0,712.0,48.0,40.0,45.0,43.0,27.0,channing.carl.ellis@dtaa.com,HardwareEngineer,None,1.0,Grant Lamar Fulton,2009-12-01,2011-06-01,724.0,False,4.0,ResearchAndEngineering_Government_Foreign,3.0,SoftwareManagement,3.0,EmbeddedSoftware,normal
CCF2298,518.768345323741,190,2.58273381294964,19.0,0.0,0.0,0.0,607.3157894736842,0.0,0.0,712.0,38.0,34.0,41.0,31.0,29.0,cody.castor.freeman@dtaa.com,Technician,None,1.0,Eric Macaulay Sanchez,2009-12-01,2011-06-01,724.0,False,8.0,SalesAndMarketing_Commercial,3.0,FieldService,3.0,RegionalFieldService,normal
CCF3529,560.5793991416309,855,2.800429184549356,2047.0,1128.0,375.0,1503.0,537.0556912554958,6126.0,3070.0,1233.0,36.0,39.0,16.0,16.0,22.0,cade.chandler.fletcher@dtaa.com,ComputerScientist,None,1.0,Quail Wilma Long,2009-12-01,2011-06-01,724.0,False,2.0,ResearchAndEngineering_Commercial,4.0,Engineering,25.0,SystemsEngineering,anomaly
CCG1025,533.6655550262029,703,2.7608384945212006,100.0,0.0,0.0,0.0,521.48,0.0,0.0,1035.0,38.0,20.0,10.0,20.0,42.0,catherine.cassandra.giles@dtaa.com,NursePractitioner,None,1.0,Travis Hasad Berg,2009-12-01,2011-06-01,724.0,False,1.0,Adminstration,4.0,Safety,2.0,Medical,normal
CCG3254,545.9487179487179,48,2.5085470085470085,0.0,0.0,0.0,0.0,0.0,0.0,0.0,712.0,36.0,24.0,35.0,38.0,27.0,camilla.cameron.gill@dtaa.com,StockroomClerk,None,1.0,Quincy Guy Shannon,2009-12-01,2011-06-01,724.0,False,5.0,Manufacturing_Commercial,3.0,Assembly,9.0,Stockroom,normal
CCH1508,551.991341991342,37,2.58008658008658,0.0,0.0,0.0,0.0,0.0,0.0,0.0,712.0,25.0,30.0,45.0,34.0,31.0,charissa.christine.hatfield@dtaa.com,ProductionLineWorker,None,1.0,Mark William Horne,2009-12-01,2011-06-01,724.0,False,5.0,Manufacturing_Commercial,3.0,Assembly,4.0,AssemblyDept,normal
CCH1724,536.5351897184822,495,2.574051407588739,0.0,0.0,0.0,0.0,0.0,0.0,0.0,712.0,38.0,32.0,26.0,36.0,18.0,cadman.colin.hewitt@dtaa.com,Manager,Project 59,1.0,Aidan Ryder Bird,2009-12-01,2011-06-01,724.0,False,4.0,ResearchAndEngineering_Government_Foreign,3.0,SoftwareManagement,8.0,DesktopSoftware,normal
CCH3489,542.024531024531,395,2.4531024531024532,15.0,0.0,0.0,0.0,577.0,0.0,0.0,712.0,26.0,30.0,39.0,25.0,24.0,ciara.christine.haney@dtaa.com,NursePractitioner,None,1.0,Cathleen Illana Stanton,2009-12-01,2011-06-01,724.0,False,1.0,Adminstration,4.0,Safety,6.0,Medical,normal
CCL1770,558.0762910798122,773,2.5316901408450705,30.0,0.0,0.0,0.0,575.4,0.0,0.0,3068.0,40.0,23.0,24.0,21.0,25.0,cailin.carissa.leblanc@dtaa.com,ITAdmin,None,1.0,Hedda Indira Savage,2009-12-01,2011-06-01,724.0,False,1.0,Adminstration,5.0,Security,6.0,ElectronicSecurity,normal
CCL3272,523.9227467811158,68,2.742489270386266,3.0,0.0,0.0,0.0,641.6666666666666,0.0,0.0,712.0,37.0,17.0,43.0,32.0,30.0,callie.caryn.lyons@dtaa.com,ProductionLineWorker,None,1.0,Austin Joel Coleman,2009-12-01,2011-06-01,724.0,False,5.0,Manufacturing_Commercial,3.0,Assembly,10.0,AssemblyDept,normal
CCM2207,555.8095238095239,86,2.58008658008658,16.0,0.0,0.0,0.0,845.25,0.0,0.0,712.0,14.0,19.0,33.0,23.0,20.0,camille.christen.mccoy@dtaa.com,StockroomClerk,None,1.0,Malachi Nicolas Ward,2009-12-01,2011-06-01,724.0,False,6.0,Manufacturing_Government,3.0,Assembly,5.0,Stockroom,normal
CCM3075,551.8334119867862,669,2.5521472392638036,110.0,0.0,0.0,0.0,554.5272727272727,0.0,0.0,995.0,45.0,49.0,45.0,11.0,26.0,cyrus.camden.mcgowan@dtaa.com,MechanicalEngineer,None,1.0,Quinn Madeline Prince,2009-12-01,2011-06-01,724.0,False,2.0,ResearchAndEngineering_Commercial,4.0,Engineering,22.0,MechanicalEngineering,normal
CCN2726,538.8652482269504,551,2.609456264775414,439.0,138.0,228.0,366.0,515.9931662870159,5666.0,2837.0,1011.0,43.0,25.0,18.0,42.0,39.0,cynthia.candace.nixon@dtaa.com,MaterialsEngineer,None,1.0,Shaeleigh Darryl Hill,2009-12-01,2011-06-01,724.0,False,4.0,ResearchAndEngineering_Government_Foreign,4.0,Engineering,19.0,MaterialsEngineering,normal
CCS3575,589.6002844950214,636,2.879089615931721,45.0,0.0,0.0,0.0,466.44444444444446,0.0,0.0,712.0,39.0,37.0,19.0,13.0,27.0,colton.chadwick.serrano@dtaa.com,HardwareEngineer,None,1.0,Gage Yardley Hester,2009-12-01,2011-06-01,724.0,False,3.0,ResearchAndEngineering_Government_Domestic,4.0,Engineering,25.0,SystemsEngineering,normal
CCT0020,531.9193804606831,479,2.5647339158061953,91.0,0.0,0.0,0.0,550.4395604395604,0.0,0.0,712.0,38.0,36.0,38.0,50.0,26.0,casey.cameron.trevino@dtaa.com,HumanResourceSpecialist,Project 0,1.0,Alisa Cleo Jacobson,2009-12-01,2011-06-01,724.0,False,1.0,Adminstration,1.0,Personnel,0.0,0,normal
CCT2165,557.9065420560747,152,2.4641744548286604,1865.0,495.0,1075.0,1570.0,548.9013404825737,988.0,499.0,1529.0,28.0,28.0,10.0,17.0,27.0,constance.chastity.thomas@dtaa.com,StockroomClerk,None,1.0,Sade Kendall Guthrie,2009-12-01,2011-06-01,724.0,False,5.0,Manufacturing_Commercial,3.0,Assembly,5.0,Stockroom,normal
CCW2381,571.00438062789,1146,2.851788756388416,8551.0,2574.0,4609.0,7183.0,570.5057887966319,5587.0,2803.0,1079.0,25.0,47.0,43.0,23.0,34.0,carter.charles.wells@dtaa.com,ChiefEngineer,None,1.0,Ursa Melinda Bentley,2009-12-01,2011-06-01,724.0,False,2.0,ResearchAndEngineering_Commercial,4.0,Engineering,20.0,SystemsEngineering,anomaly
CCW3901,538.7447216890595,725,2.7989443378119003,60.0,0.0,0.0,0.0,708.8666666666667,0.0,0.0,1185.0,41.0,45.0,24.0,39.0,23.0,clementine.cassady.williams@dtaa.com,Mathematician,None,1.0,Gareth Dante Mccray,2009-12-01,2011-06-01,724.0,False,4.0,ResearchAndEngineering_Government_Foreign,2.0,Research,7.0,Lab,normal
CDA2295,533.062947067239,183,2.625178826895565,10.0,0.0,0.0,0.0,492.1,0.0,0.0,660.0,40.0,16.0,45.0,16.0,40.0,ciara.deborah.adams@dtaa.com,Technician,None,1.0,Eric Macaulay Sanchez,2009-12-01,2011-04-01,722.0,False,8.0,SalesAndMarketing_Commercial,3.0,FieldService,3.0,RegionalFieldService,normal
CDB2017,532.0039385584876,777,2.822371012209531,388.0,115.0,195.0,310.0,621.4252577319587,302.0,151.0,1334.0,48.0,32.0,34.0,40.0,35.0,cade.dieter.bauer@dtaa.com,ElectricalEngineer,None,1.0,Elijah Valentine Fuentes,2009-12-01,2011-06-01,724.0,False,3.0,ResearchAndEngineering_Government_Domestic,4.0,Engineering,16.0,TestAndEvalualtion,normal
CDB2947,523.4832175925926,534,2.7708333333333335,56.0,0.0,0.0,0.0,628.0,0.0,0.0,762.0,38.0,43.0,16.0,41.0,26.0,chandler.dalton.bass@dtaa.com,Salesman,None,1.0,Tanisha Chiquita Mullins,2009-12-01,2011-06-01,724.0,False,9.0,SalesAndMarketing_Government,2.0,Sales,4.0,RegionalSales,normal
CDB3222,568.479374110953,719,2.8862019914651493,690.0,0.0,0.0,0.0,588.9826086956522,0.0,0.0,712.0,43.0,41.0,23.0,23.0,33.0,ciaran.donovan.bailey@dtaa.com,ElectricalEngineer,None,1.0,Driscoll Darius Lawrence,2009-12-01,2011-06-01,724.0,False,4.0,ResearchAndEngineering_Government_Foreign,4.0,Engineering,23.0,ElectricalEngineering,normal
CDC3413,527.9687180535677,1545,2.8051523205888365,682.0,190.0,359.0,549.0,545.674486803519,1064.0,534.0,1210.0,25.0,43.0,42.0,37.0,31.0,constance.darryl.craig@dtaa.com,Salesman,None,1.0,Charles Ulric Lynn,2009-12-01,2011-06-01,724.0,False,9.0,SalesAndMarketing_Government,2.0,Sales,5.0,RegionalSales,normal
CDD0127,538.8269598470363,586,2.6180688336520075,62.0,0.0,0.0,0.0,585.4193548387096,0.0,0.0,1003.0,13.0,39.0,41.0,18.0,28.0,cadman.dieter.drake@dtaa.com,TestEngineer,Project 17,1.0,Donna Renee Dejesus,2009-12-01,2011-06-01,724.0,False,2.0,ResearchAndEngineering_Commercial,4.0,Engineering,6.0,TestAndEvalualtion,normal
CDE1846,533.9067110899572,810,2.866730128510233,147.0,0.0,0.0,0.0,517.9795918367347,0.0,0.0,730.0,36.0,38.0,26.0,43.0,27.0,carlos.dieter.ewing@dtaa.com,ElectricalEngineer,None,1.0,Cole Nicolas Knight,2009-12-01,2011-06-01,724.0,False,2.0,ResearchAndEngineering_Commercial,4.0,Engineering,13.0,ElectricalEngineering,normal
CDL0867,542.9148936170212,78,2.727659574468085,11.0,0.0,0.0,0.0,531.0,0.0,0.0,712.0,47.0,38.0,21.0,22.0,34.0,castor.driscoll.lara@dtaa.com,ProductionLineWorker,None,1.0,August Kasimir Solis,2009-12-01,2011-06-01,724.0,False,5.0,Manufacturing_Commercial,3.0,Assembly,2.0,AssemblyDept,normal
